created_at;id;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;geo;lang;user_id_str;conversation_id;conversation_id_str;media_url_https;media_type;username
Fri Oct 07 06:12:55 +0000 2022;1578267105551872000;1578267105551872000;"DUKA SEPAK BOLA INDONESIA\n\nDuka yang mendalam untuk semua korban dari tragedi ini. Cukuplah ini menjadi yang terakhir dan dari sini, kita semua bisa belajar dan memperbaiki diri. Demi sepak bola yang lebih baik https://t.co/DaYSL2Lbur";2789;3728;369;2615;;in;138290629;1578267105551872000;1578267105551872000;"https://pbs.twimg.com/media/FechHo9akAIzFjN.jpg";"photo";DivHumas_Polri
Fri Oct 07 06:39:40 +0000 2022;1578273836448903200;1578273836448903175;"🗣 Waketum PSSI, Iwan Budianto: Tragedi Kanjuruhan bukan miskomunikasi Polisi dan Panpel, ini adalah musibah.\n\n"Enggak, saya enggak menganggap (Tragedi Kanjuruhan) karena miskomunikasi. Ini musibah, kami sedang melakukan evaluasi sekarang, hari ini juga kami melakukan evaluasi," https://t.co/xHuM2sfPXL";575;1229;244;2449;;in;1222927522033094656;1578273836448903200;1578273836448903175;"https://pbs.twimg.com/media/Fecm4ZzVIAAN8d9.jpg";"photo";idextratime
Fri Oct 07 00:35:52 +0000 2022;1578182285429731300;1578182285429731328;"Polisi Tetapkan 6 Tersangka Tragedi Kanjuruhan Malang yang Tewaskan Ratusan Suporter https://t.co/2scJSgBB6W";0;0;0;0;;in;243177995;1578182285429731300;1578182285429731328;"";"";TINTAHIJAUcom
Fri Oct 07 01:14:04 +0000 2022;1578191898405408800;1578191898405408768;"Ini Kedua Polisi yang Memerintahkan Penembakan Gas Air Mata : Enam tersangka di tragedi Stadion Kanjuruhan yang menewaskan ratusan suporter Arema diumumkan oleh Kapolri Jenderal Listyo Sigit Prabowo di Mako Polsresta Malang Kota, Kamis (6/10). \n\nbaca… https://t.co/CTzelXT0eh";0;0;0;0;;in;1558639009970020352;1578191898405408800;1578191898405408768;"";"";RMOLJatim_id
Fri Oct 07 02:19:21 +0000 2022;1578208326046822400;1578208326046822400;"Penggunaan gas air mata oleh polisi saat menangani suporter Arema di Stadion Kanjuruhan merupakan langkah yang tepat atau tidak tepat? #MostPolling";0;1;0;0;;in;85805755;1578207937075458000;1578207937075458049;"";"";most1058
Fri Oct 07 00:39:16 +0000 2022;1578183141206159400;1578183141206159360;"Peristiwa Kanjuruhan usai laga Arema vs Persebaya, sesuai hasil investigasi Washington Post,  dilaporkan sebanyak 40 amunisi (gas air mata) ditembakkan polisi ke suporter hanya dalam 10 menit.\nhttps://t.co/uavWXkLd6S";0;0;0;0;;in;3549831078;1578183141206159400;1578183141206159360;"";"";HermanEfTanouf
Fri Oct 07 04:03:06 +0000 2022;1578234436973658000;1578234436973658118;"Narasi sekarang ini kompak, dari polisi, polhukam, PSSI seragam: Supporter yang salah. \n\nMaka akan ada skenario busuk untuk membenarkan hal itu, paling gampang ya ngadu supporter. Trus rilis mesia: Supporter rusuh, maka tragedi kanjuruhan terlupakan. Tiati";1;0;14;3;;in;1324410962158350337;1578229223579603000;1578229223579602944;"";"";seeksixsuck
Fri Oct 07 05:28:40 +0000 2022;1578255969175457800;1578255969175457792;"Polri akhirnya menetapkan enam tersangka dalam tragedi di Stadion Kanjuruhan, Malang, Jawa Timur yang menewaskan ratusan suporter. Keenam tersangka ini terdiri dari unsur pengurus sepak bola dan anggota polisi.\n\nhttps://t.co/6YejSuPWtq";0;0;0;1;;in;46693036;1578255969175457800;1578255969175457792;"";"";inilahdotcom
Fri Oct 07 04:07:58 +0000 2022;1578235660892139500;1578235660892139522;"5. Dua aturan FIFA dilanggar\n6. Gas menyebar ke nomor tribun\n7.  Polisi di Tribun 13 menembak gas air mata ke lapangan dan naik ke tribun\n8. Tragedi Kanjuruhan akibat dari tindakan polisi dan manajemen stadion yang Buruk\n9. Suporter turun mendekati pemain Arema";0;1;2;4;;in;189539837;1578235658958618600;1578235658958618625;"";"";agung_faysm
Fri Oct 07 02:43:49 +0000 2022;1578214485386723300;1578214485386723328;"Prihatin Tragedi Kanjuruhan, Polisi dan Suporter Sepakbola Gelar Doa Bersama https://t.co/9S5nxrxF0r";0;0;0;0;;in;1483592835366797315;1578214485386723300;1578214485386723328;"";"";InewsPurwokerto
Thu Oct 06 23:15:56 +0000 2022;1578162166854582300;1578162166854582272;"Buat malu mereka yg menunda Usut Tuntas dan perdamaian Bonek Aremania sampai 40 hari akhirnya keburu masuk angin dengan hadir ke Malang, kabeh dulur, selamanya...\n\nDadang MataNajwa PSSI PT. LIB\nTragedi Kanjuruhan Persebaya Arema Supporter Polisi";0;0;0;0;;in;1366413815164727298;1578162166854582300;1578162166854582272;"";"";Babarians1
Fri Oct 07 06:53:17 +0000 2022;1578277262499012600;1578277262499012609;"Eks Ketum PSSI Nurdin Halid usai Tragedi Kanjuruhan: Bukan Salah Suporter atau Polisi\n\nhttps://t.co/1XW2xvcYkI";0;1;0;1;;in;888041454;1578277262499012600;1578277262499012609;"";"";indosportdotcom
Fri Oct 07 03:06:10 +0000 2022;1578220107129503700;1578220107129503744;"Kapolri Jenderal Polisi Listyo Sigit Prabowo menyebut, sebanyak 11 tembakan gas air mata dilemparkan ke arah suporter Arema dalam tragedi Kanjuruhan, \n#Kanjuruhan #korbankanjuruhan #TragediKanjuruhan #penembakan \nhttps://t.co/OZHQGEXSEq";0;0;0;0;;in;891906384794599424;1578220107129503700;1578220107129503744;"";"";RADARSOLO_
Fri Oct 07 00:19:20 +0000 2022;1578178121823531000;1578178121823531008;"Yth Kak @kaesangp mohon coba bisikin bapaknya bahwa bnyaknya korban jiwa di Kanjuruhan itu sebabnya dr polisi yg sembarangan nembak gas air mata. Mungkin sbg anak, omongan kakak didengar. \nKrn mungkin maaf bapaknya kurang paham dunia supporter dan sepakbola.\nTrimakasih..";0;1;0;2;;in;1903740954;1578178121823531000;1578178121823531008;"";"";massdays
Fri Oct 07 07:02:58 +0000 2022;1578279701679833000;1578279701679833090;"Tragedi Kanjuruhan Terulang di Argentina, Suporter Sepakbola Meninggal Dunia setelah Polisi Tembakkan Gas Air Mata.";0;0;0;0;;in;1357119209864536065;1578279701679833000;1578279701679833090;"";"";Mableo1Brien
Thu Oct 06 22:27:50 +0000 2022;1578150065918464000;1578150065918464000;"@pangeransiahaan Ngek\nKANJURUHAN sebenarnya bukan masalah sepakbola. Bukan mslh Supporter, tapi masalah di RENDAHNYA kemampuan menalar PanPel dan POLISI.\nPanpel harusnya tegas melarang NO TEAR GAS IN dan dipasang BANNER nya didepan pintu STADION bila perlu.\nKlu yg satunya sudah jd rahasia umum.";0;0;0;0;;in;1245602023564693505;1577917687363158000;1577917687363158016;"";"";PurwandiB
Fri Oct 07 03:36:54 +0000 2022;1578227841539264500;1578227841539264513;"NasDem Bela Polisi di Tragedi Kanjuruhan, Yakin Tak Niat Bunuh Suporter https://t.co/mpveeFyJwg via @Indopolitika";0;0;0;0;;in;1645980546;1578227841539264500;1578227841539264513;"";"";Indopolitika
Fri Oct 07 05:54:42 +0000 2022;1578262520548118500;1578262520548118528;"@KompasTV Intinya kasus kanjuruhan penyebabnya adalah  suporter yang tidak sportif atas kekalahan dan menimbulkan kekacauan sementara dalam hal pengamanan sebagian polisi juga TNI bertindak represif...itulah penyebab terjadinya banyak korban,siapapun yang salah harus kena sangsi";0;7;0;1;;in;1306888817085837313;1578036388930678800;1578036388930678784;"";"";YayatSuhayat20
Fri Oct 07 03:36:58 +0000 2022;1578227858417373200;1578227858417373186;"NasDem Bela Polisi di Tragedi Kanjuruhan, Yakin Tak Niat Bunuh Suporter https://t.co/mpveeFh8EI";0;0;0;0;;in;1645980546;1578227858417373200;1578227858417373186;"";"";Indopolitika
Fri Oct 07 01:28:28 +0000 2022;1578195521788731400;1578195521788731396;"@happyanggik Pusing bikin artikel prestasi polisi\nApa lagi sukses membantai supporter di Kanjuruhan";0;1;0;0;;in;1178256229451255808;1577994643815293000;1577994643815292929;"";"";YakinK1
Thu Oct 06 23:03:07 +0000 2022;1578158943750144000;1578158943750144000;"Kapolri Jenderal Polisi Listyo Sigit Prabowo menyebut ada 11 kali tembakan gas air mata yang dilepaskan aparat keamanan saat terjadi kerusuhan suporter di Stadion Kanjuruhan, Kabupaten Malang, Jawa Timur, pada 1 Oktober 2022.\nhttps://t.co/Ub0RNMCegD";0;0;0;0;;in;1557190679553769473;1578158943750144000;1578158943750144000;"";"";ANTARAJatim_
Fri Oct 07 07:20:00 +0000 2022;1578283986916237300;1578283986916237312;"Tragedi Kanjuruhan Terulang di Argentina, Suporter Sepakbola Meninggal Dunia setelah Polisi Tembakkan Gas Air Mata\n\nhttps://t.co/rQEJ8F32JR";0;0;2;1;;in;47274731;1578283986916237300;1578283986916237312;"";"";okezonenews
Thu Oct 06 13:34:15 +0000 2022;1578015781211672600;1578015781211672577;"Polisi menetapkan direktur PT Liga Indonesia Baru Akhmad Hadian Lukita sebagai tersangka dalam Tragedi Kanjuruhan yang menewaskan lebih dari 100 suporter. Sebaliknya tak ada pengurus PSSI yang dipandang bersalah dari segi hukum. #Sepakbola #Kanjuruhan https://t.co/xGuuujKXpU";5;12;7;11;;in;22126902;1578015781211672600;1578015781211672577;"https://pbs.twimg.com/media/FeY8-VJVUAATNIa.jpg";"photo";republikaonline
Thu Oct 06 08:08:43 +0000 2022;1577933861333663700;1577933861333663744;"Narasi-narasi negatif di media sosial menyudutkan Aremania dalam tragedi Kanjuruhan.\n\nAda upaya mengkambinghitamkan suporter. Peneliti pun menduga narasi-narasi itu dilakukan para buzzer. #KoranTempo https://t.co/tnNNT2e1KP";160;399;3288;8867;;in;20963426;1577933861333663700;1577933861333663744;"https://pbs.twimg.com/media/FeXyQ7SaYAAZMP9.jpg";"photo";korantempo
Thu Oct 06 16:11:46 +0000 2022;1578055422262804500;1578055422262804486;"Pembagian tugas para PEMBATAI AREMANIA di Kanjuruhan malang\n-Tentara yg pukuli supporter di tengah lapangan.\n-Polisi yg tembakkan gas air mata ke lapangan dan tribun.\n-Panpel yg menutup pintu dan mematikan lampu stadion.\nmereka DIBANTAI. \n#prayforkanjuruan\n#prayforkanjuruan";0;0;0;3;;in;825347294539034625;1578055422262804500;1578055422262804486;"";"";one_moslem1
Thu Oct 06 15:11:17 +0000 2022;1578040203100688400;1578040203100688384;""Lebih dari 100 orang dibunuh polisi. Kami mengenang mereka yang di Kanjuruhan."\n- spanduk fans Bayern \n\nDunia sepak bola internasional berduka dgn korban tragedi Kanjuruhan😔 \nJika ada yg tanpa menyebut tindakan represif&amp;brutal dari para aparat thd suporter? Itu sama2 biadabnya! https://t.co/Z1amIroG97";0;0;0;1;;in;1399413045714067467;1578040203100688400;1578040203100688384;"https://pbs.twimg.com/media/FeZTLz9aYAAtZkq.jpg";"photo";IkhwanG06
Thu Oct 06 13:28:21 +0000 2022;1578014297757651000;1578014297757650944;"Seorang suporter Arema FC berinisial X yang jadi saksi tragedi Kanjuruhan di Malang, mengaku sempat menyaksikan aparat polisi seperti menghalang-halangi dan menolak menolong korban yang terkena gas air mata di dalam stadion.\nhttps://t.co/Oxz6AEQggW\n\n#StopPoliceBrutality #";0;9;119;302;;in;1476693997;1578014297757651000;1578014297757650944;"";"";MCAOps
Thu Oct 06 18:01:02 +0000 2022;1578082923076472800;1578082923076472832;"Kapolri Jenderal Listyo Sigit Prabowo menyebut ada sebelas polisi yang menembak gas air mata di Stadion Kanjuruhan dan membuat panik suporter Arema FC. #KapolriJenderalListyoSigitPrabowo https://t.co/EqQ7c1RLPl";0;0;0;0;;in;79130206;1578082923076472800;1578082923076472832;"";"";jpnncom
Thu Oct 06 20:53:33 +0000 2022;1578126338749190100;1578126338749190145;"Tiba di Malang, Kapolri Jenguk Korban Tragedi Kanjuruhan\n\nKapolri Jenderal Polisi Drs. Listyo Sigit Prabowo https://t.co/rkCZwPh5I5., menjenguk korban kericuhan suporter Stadion Kanjuruhan yang dirawat di Rumah Sakit Umum Daerah Kanjuruhan, Malang, Jawa Timur, Minggu (2/10). https://t.co/GKQErBq9ZQ";0;0;0;0;;in;986069271275962368;1578126338749190100;1578126338749190145;"https://pbs.twimg.com/media/FeahhorUoAERqef.jpg";"photo";polsekgajahmgkr
Thu Oct 06 14:35:26 +0000 2022;1578031180284592000;1578031180284592129;"Kapolri Jenderal Listyo Sigit Prabowo menyatakan sebanyak 20 personel polisi diduga melakukan pelanggaran etik dalam penanganan kerusuhan di Stadion Kanjuruhan Malang yang berujung pada tewasnya ratusan suporter Arema FC. \n\nhttps://t.co/EqUu8p0hfD";0;0;0;0;;in;64635651;1578031180284592000;1578031180284592129;"";"";serambinews
Thu Oct 06 11:53:20 +0000 2022;1577990386722648000;1577990386722648064;"Tiba di Malang, Kapolri Jenguk Korban Tragedi Kanjuruhan\n\nKapolri Jenderal Polisi Drs. Listyo Sigit Prabowo https://t.co/x7OvQUpVnN., menjenguk korban kericuhan suporter Stadion Kanjuruhan yang dirawat di Rumah Sakit Umum Daerah Kanjuruhan, Malang, Jawa Timur, Minggu (2/10). https://t.co/nkdzDd9Fv1";0;0;0;0;;in;1536567484693852166;1577990386722648000;1577990386722648064;"https://pbs.twimg.com/media/FeYl4ZEUUAADkiC.jpg";"photo";HumasResRembang
Thu Oct 06 14:35:52 +0000 2022;1578031290557042700;1578031290557042689;"@Iwanrus19 @tvOneNews Masalahnya Kanjuruhan bukan karena suporter, tapi karena gas air mata. Lihat ini Persib vs Persija bulan 11 2017, rusuh jika polisi tidak tembak gas air mata tidak ada korban jiwa. Ini lebih parah dari Kanjuruhan rusuh penontonnya https://t.co/r211Tjbi6F";0;1;1;7;;in;1357169198150025217;1577947545950879700;1577947545950879744;"https://pbs.twimg.com/ext_tw_video_thumb/1578031235582283777/pu/img/KieAg-DIgFpWzJi7.jpg";"photo";elu_helena
Thu Oct 06 11:48:39 +0000 2022;1577989206571303000;1577989206571302913;"Tragedi Kanjuruhan bagiku yang harus disalahkan, Polisi, TNI, Panitia, serta Suporter yang anarkis. "TITIK!!"";0;0;0;0;;in;1145006465351970816;1577989206571303000;1577989206571302913;"";"";YasrilConeC
Thu Oct 06 11:55:40 +0000 2022;1577990973841604600;1577990973841604608;"Mengenai tragedi Kanjuruhan, menurut saya kesalahan nya hanya krn 2 hal.\n\nOknum supporter yg masuk ke lapangan dan polisi yang nembak gas air mata ke TRIBUN penonton.";0;1;0;0;;in;247583844;1577990973841604600;1577990973841604608;"";"";bildon_
Thu Oct 06 10:23:23 +0000 2022;1577967749120172000;1577967749120172032;"Narasi seorang suporter Arema FC, Aremania, ditangkap intel polisi beredar di media sosial dan Whatsapp grup. Aremania itu ditangkap lantaran mengunggah video suasana Stadion Kanjuruhan, Kabupaten Malang, Jawa Timur, di akun TikTok-nya\n\n#MedcomID\n\nhttps://t.co/Kzs50TCLED https://t.co/bzerUP75BJ";0;0;1;0;;in;902837643024539651;1577967749120172000;1577967749120172032;"https://pbs.twimg.com/media/FeYRLOAVUAACJe0.jpg";"photo";medcom_id
Thu Oct 06 12:41:48 +0000 2022;1578002583406387200;1578002583406387202;"Gas air mata yang dilepaskan Polisi menjadi sumber petaka pada laga Arema FC versus Persebaya Surabaya, Sabtu (1/10/2022) malam, di Stadion Kanjuruhan, Malang, Jawa Timur. Penggunaannya untuk membubarkan suporter Arema yang ricuh di akhir pertandingan\n\nhttps://t.co/sVD14HbeFW https://t.co/Ie7rv0kN9x";0;0;0;0;;in;46693036;1578002583406387200;1578002583406387202;"https://pbs.twimg.com/media/FeYw_MhWYAAG_4k.jpg";"photo";inilahdotcom
Thu Oct 06 12:08:40 +0000 2022;1577994245402939400;1577994245402939392;"Viral Video Dua Oknum Polisi Tertawa Terbahak-bahak Liat Suporter Berlarian, Berulang Kali Sebut Kata Mati. Lihat disini https://t.co/0DNlSieOlG\n\n#Kanjuruhan #Arema #POLISI #TragediKanjuruhan https://t.co/hKljp9fbCu";0;0;0;0;;in;1549427793888710657;1577994245402939400;1577994245402939392;"https://pbs.twimg.com/media/FeYpHO_aEAAHPz5.jpg";"photo";Tang_San89
Thu Oct 06 15:26:30 +0000 2022;1578044031355228200;1578044031355228161;"Ini Penyebab Dua Polisi Meninggal saat Tragedi Kanjuruhan https://t.co/xd5deNwrDt \n\nPolisi yg meninggal posisi nya jg lagi di tribun yang ditembaki gas air mata ! BUKAN karena ulah anarkis suporter ! Kmarin akun2 yg asal ngomong mana nih !";7;13;213;412;;in;1417079987614588931;1578044031355228200;1578044031355228161;"";"";itsamareguzel
Thu Oct 06 12:52:24 +0000 2022;1578005250308731000;1578005250308730881;"Sebenrnya udh banyak yang ngasih pendapat terkait siapa yang paling bertanggung jawab atas tragedi di kanjuruhan (misal twit dibawah), ada yang bilang PSSI, PT LIB, suporter dan mayoritas jelas bilang polisi.\n\nBagus sih, tp lebih bagus lg kalo dibahas lebih deduktif. Nah gini.. https://t.co/bBfCjoP1YI";0;1;0;0;;in;375112376;1578005237025366000;1578005237025366019;"https://pbs.twimg.com/media/FeYzaWQagAAECpi.jpg";"photo";HizbullahHanif_
Thu Oct 06 13:29:24 +0000 2022;1578014564150493200;1578014564150493185;"@aewin86 Semoga aja, karena ada sebab akibat\nSetuju dri sisi polisi jg slh, tp suporter jg bnyak yg anarkis yg memulai ke kisruhan di Stadion Kanjuruhan.";0;0;0;1;;in;115324021;1578010090212569000;1578010090212569088;"";"";basferdiansyah
Thu Oct 06 20:41:57 +0000 2022;1578123417055682600;1578123417055682560;"Media yg beritanya mirip buzzer ya media TEMPO. \nGAK NETRAL.\n\nTragedi di Kanjuruhan, selain polisi, Panpel, PT LIB dan PSSI yg jelas bersalah, Suporter Aremania juga turut andil. \n\nNih kesaksian Marselino Ferdinan.👇 https://t.co/unRsleWaOZ";0;0;0;0;;in;1577441633649717249;1578123417055682600;1578123417055682560;"https://pbs.twimg.com/media/Feae3q4UcAA2Hlt.jpg";"photo";AntoDetikCom
Thu Oct 06 22:21:21 +0000 2022;1578148432098664400;1578148432098664449;"@Tellos_vellas @haninhilbram @hanifhnrs @VICE_ID Di TKP tdk Ada satu pun Kursi penonton melayang Ke tengah lapangan,krna emang Stadion Kanjuruhan masih pake Kursi beton emper \n\nTdk Ada Board Reklame yg di rusak oleh Suporter \n\nBeanch dua kubu aman jiman \n\nIni menganehkan saja kalau Polisi bertindak OVER ACTION";0;0;0;0;;in;1138988249358196736;1577222052540567600;1577222052540567552;"";"";keepithink_crab
